z [m],M_0 [-],T/TMAX [-],Nc_L [%],Fn [N],Wf [kg/s],jet_V [m/s],jet_Tt [K],jet_rho [kg/m3],jet_A [m2],jet_M [-],core_mdot_in [kg/s],core_Pt_in [Pa],core_Tt_in [K],core_Tt_out [K],core_DT_t [K],core_HPT_rho_in [kg/m3],core_HPT_c_in [m/s],core_LPT_rho_out [kg/m3],core_LPT_c_out [m/s],fan_mdot_in [kg/s],fan_N [rpm],fan_DTt [K],fan_d [m],fan_A [m2],fan_M_d [-],fan_B [-],fan_V [-],fan RSS [-]
0.0,0.25,0.65,0.0,46643.4105,0.7499,340.39157,452.54571,0.8918799999999999,0.61928,0.85559,25.789,1529831.97208,664.32104,1640.35752,707.8853,3.1045,777.12613,0.57092,588.71307,188.89184,2910.45906,48.360659999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.6,0.0,43053.8306,0.6932,327.67954,444.70928,0.9003700000000001,0.61931,0.82745,24.67446,1446552.1436100001,653.86158,1602.23106,688.1009,3.00535,768.60196,0.56705,583.69025,183.59024,2830.8164899999997,45.38315,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.55,0.0,39464.0721,0.6375,314.59823,436.88097,0.90909,0.61932,0.79815,23.54617,1363278.81777,643.0776599999999,1562.63973,667.35179,2.9041,759.62944,0.56363,578.4706,177.98208,2744.9841100000003,42.382529999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.5,0.0,35876.3293,0.583,301.09217,429.04191,0.9180799999999999,0.61932,0.76755,22.40346,1279802.52696,631.84051,1521.20523,645.30846,2.8005299999999997,750.10149,0.56067,573.03015,172.03784,2650.7165,39.33446,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.45,0.0,32288.178,0.5284,286.9949,420.87825999999995,0.92805,0.61932,0.73547,21.22992,1194748.15943,619.6390200000001,1476.35217,621.03422,2.6938299999999997,739.6281799999999,0.55866,567.17503,165.77677,2547.30978,36.10804,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.4,0.0,28700.9867,0.4743,272.26068,412.4706,0.93889,0.61932,0.70167,20.04093,1108959.78172,606.42382,1427.37208,594.36509,2.5862,728.02882,0.55797,560.70815,159.11483,2436.7380399999997,32.78017,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.35,0.0,25113.3014,0.4213,256.82099,403.98308,0.95025,0.61933,0.66577,18.82225,1022305.9093700001,592.35502,1375.2451800000001,565.66431,2.47448,715.43795,0.55829,553.7982,151.92332,2323.3464,29.39402,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.25,0.3,0.0,21526.0351,0.3693,240.52211,395.38431,0.96225,0.61934,0.62734,17.58055,935078.9672200001,577.37379,1318.91805,534.43851,2.36001,701.5444200000001,0.56009,546.23729,144.09512,2199.0327199999997,25.92677,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,1.05,0.0,74133.0009,1.3135,442.68935,528.86631,0.8133600000000001,0.62141,1.06416,34.90961,2263561.16161,753.4891700000001,1959.7976399999998,861.44384,3.84484,844.9485199999999,0.60454,632.29195,224.62509,3548.60315,74.98033000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,1.0,0.0,70605.1918,1.2281,430.57069,516.48916,0.82757,0.6203,1.0437100000000001,33.82407,2166186.48645,740.05402,1911.84678,838.974,3.7717099999999997,835.1562700000001,0.60523,625.84881,221.93003,3450.5341799999997,70.63554,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.95,0.0,67074.6329,1.152,418.89788,505.96844000000004,0.83911,0.61959,1.02223,32.75273,2074645.29515,728.4667599999999,1870.2951,819.3623200000001,3.69256,826.5849,0.60341,620.23006,218.69552000000002,3367.65993,66.93396,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.9,0.0,63543.6881,1.0816,407.29963,496.4114,0.84925,0.61935,0.99972,31.69367,1986759.1943599998,717.87459,1831.7456899999997,801.1461,3.6105400000000003,818.5290200000001,0.60027,614.95571,215.15003,3290.03,63.579,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.85,0.0,60014.1698,1.0147,395.6797,487.40968,0.85867,0.61932,0.9764,30.64068,1901078.4197099998,707.77212,1794.4034399999998,783.4346099999999,3.5267199999999996,810.638,0.59651,609.8046099999999,211.33799,3210.2385,60.42485,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.8,0.0,56487.8887,0.9509,384.05349,478.93432,0.8674200000000001,0.61927,0.95239,29.589879999999997,1817212.00303,697.9744900000001,1758.0146300000001,765.9943900000001,3.4409099999999997,802.8691200000001,0.5924699999999999,604.78815,207.22123,3134.53006,57.429219999999994,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.75,0.0,52954.1225,0.8898,372.30433,470.86457,0.8756200000000001,0.61932,0.92748,28.5253,1734001.5739,688.29738,1722.5142399999997,748.68585,3.35101,795.2006700000001,0.58794,599.93533,202.80938,3065.58822,54.546640000000004,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.7,0.0,49423.7068,0.8307,360.40432000000004,463.08252999999996,0.88351,0.61932,0.90175,27.44582,1651170.41188,678.60054,1687.36277,731.17064,3.2574,787.51721,0.58318,595.19918,198.11005,2998.7474399999996,51.71351,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.65,0.0,45896.8289,0.7731,348.27768,455.41393,0.8913700000000001,0.61929,0.87518,26.33826,1568005.01422,668.77481,1652.14514,713.1575799999999,3.1592700000000002,779.74824,0.57834,590.55665,193.15052,2929.20757,48.851490000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.6,0.0,42365.529,0.7155,335.72147,447.49636,0.89994,0.61931,0.8475600000000001,25.21536,1483875.9223200001,658.3657400000001,1614.40938,693.6488099999999,3.0596400000000004,771.34338,0.57421,585.58173,187.99622,2851.49388,45.867059999999995,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.55,0.0,38834.2038,0.6588,322.79326000000003,439.54187,0.9088299999999999,0.61932,0.8188300000000001,24.080560000000002,1399637.63437,647.60904,1574.94565,673.08729,2.95825,762.43834,0.57062,580.3598900000001,182.55795,2767.6941100000004,42.85067,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.5,0.0,35302.544,0.6035,309.47323,431.65031,0.9178299999999999,0.61932,0.78882,22.930989999999998,1315489.8773700001,636.5162,1534.12276,651.49992,2.85438,753.09374,0.56734,574.98252,176.76783999999998,2675.89985,39.81436,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.45,0.0,31772.1679,0.5487,295.63212000000004,423.59544000000005,0.92743,0.61932,0.75736,21.758010000000002,1230375.23386,624.68993,1490.63711,628.09556,2.74758,742.98573,0.56471,569.29272,170.64092,2574.9050399999996,36.66302,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.4,0.0,28241.5681,0.4937,281.12118,415.12104,0.9382799999999999,0.61932,0.72428,20.5619,1143781.89852,611.6914400000001,1442.4283300000002,601.97495,2.63957,731.61956,0.5636,562.92079,164.17463999999998,2465.35529,33.34163,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.35,0.0,24711.8132,0.4395,265.92426,406.50092,0.9498,0.61932,0.68921,19.334429999999998,1056053.86574,597.7528,1390.8020900000001,573.6901,2.52758,719.23205,0.5635399999999999,556.06955,157.21757,2352.7094399999996,29.94642,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.3,0.3,0.0,21181.8464,0.3863,249.90016,397.74867,0.96199,0.61933,0.65172,18.07827,967469.9643,582.89212,1335.17785,542.98311,2.41202,705.58619,0.56483,548.6078,149.65612,2232.77482,26.47493,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,1.05,0.0,73331.386,1.3468,450.20839000000007,532.10069,0.8133199999999999,0.6227,1.0822200000000002,35.5801,2312709.29031,757.64541,1969.44472,864.9223400000001,3.9090800000000003,846.9173199999999,0.61456,633.95252,228.89701000000002,3557.42727,75.35887,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,1.0,0.0,69841.8253,1.2611,438.37631,519.93871,0.82719,0.62129,1.0624,34.4985,2215448.5932400003,744.48212,1922.3674600000002,842.90729,3.8363699999999996,837.32119,0.61522,627.63283,226.20192000000003,3461.57196,71.09651,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.95,0.0,66349.1182,1.1844,426.9605,509.53707,0.8385299999999999,0.62022,1.04156,33.424690000000005,2123482.15818,733.03437,1881.3959,823.57334,3.7571800000000004,828.89481,0.61339,622.11091,222.96974,3379.9187899999997,67.43774,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.9,0.0,62856.1494,1.1132,415.62048,500.07162,0.84851,0.61956,1.0197200000000002,32.361270000000005,2035007.6768099999,722.54341,1843.33105,805.56917,3.67498,820.96978,0.61023,616.9273099999999,219.42111,3303.27282,64.11129,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.85,0.0,59364.6832,1.0455,404.18028,491.08634000000006,0.8578399999999999,0.61932,0.99692,31.300929999999997,1948559.6134900001,712.5294200000001,1806.4737899999998,788.11588,3.59065,813.2063099999999,0.6063,611.8526400000001,215.66381,3225.1424,60.970169999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.8,0.0,55875.8734,0.9807,392.65517,482.54594000000003,0.86661,0.61929,0.9732799999999999,30.242559999999997,1863834.4274,702.81344,1770.4320100000002,770.93855,3.50444,805.5383400000001,0.602,606.8706099999999,211.66076,3150.39682,57.971340000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.75,0.0,52381.1945,0.9185,381.0094,474.37127999999996,0.8749,0.61932,0.9488,29.171059999999997,1779700.5201,693.19109,1735.05728,753.8278700000001,3.41446,797.92918,0.5973,602.00938,207.37329,3081.93372,55.079769999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.7,0.0,48889.509,0.8583,369.21162000000004,466.47155999999995,0.8829100000000001,0.61932,0.9234899999999999,28.085420000000003,1695928.47493,683.53299,1699.94458,736.5006099999999,3.3209400000000002,790.28479,0.59239,597.24178,202.80562,3016.2098,52.23953,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.65,0.0,45398.4815,0.7995,357.19178,458.7061,0.89085,0.6193,0.8973200000000001,26.96759,1611657.1725899999,673.7684,1664.99799,718.7605900000001,3.22215,782.59934,0.58726,592.61028,197.97292,2948.27029,49.37148,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.6,0.0,41904.655,0.7409,344.76551,450.70072000000005,0.8994700000000001,0.61932,0.87018,25.83124,1526396.21832,663.4206,1627.70178,699.56762,3.12161,774.32327,0.58281,587.68745,192.95354,2872.63191,46.37944,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.55,0.0,38414.7786,0.683,331.9856,442.62608,0.9084899999999999,0.61932,0.842,24.68487,1440917.86384,652.69273,1588.4673300000002,679.2258,3.01958,765.51122,0.57894,582.48587,187.67367,2790.79864,43.34793,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.5,0.0,34920.7566,0.6265,318.81517,434.62015999999994,0.91759,0.61932,0.81253,23.523770000000003,1355569.9922,641.67185,1547.96465,657.95272,2.91505,756.2853,0.57535,577.12913,182.04564,2701.42553,40.304120000000005,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.45,0.0,31428.5753,0.5708,305.168,426.52733,0.9271299999999999,0.61932,0.78167,22.34362,1269621.38741,630.0568400000001,1505.13724,635.08443,2.8079,746.38098,0.57231,571.49473,176.07506,2603.18779,37.18215,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.4,0.0,27936.4624,0.5153,290.90842999999995,418.13791000000003,0.9376,0.61932,0.7492300000000001,21.140320000000003,1182476.19419,617.44245,1458.47432,609.89233,2.69884,735.42815,0.5704,565.3342299999999,169.75468,2495.34398,33.91959,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.35,0.0,24444.4525,0.4598,275.93282,409.38947,0.9492200000000001,0.61931,0.7149399999999999,19.90302,1093549.93389,603.65767,1407.31227,582.03996,2.58661,723.2312099999999,0.56993,558.52579,163.02112,2382.62082,30.51717,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.35,0.3,0.0,20952.6781,0.4052,260.16269,400.46912000000003,0.9616100000000001,0.61933,0.67835,18.62874,1003303.56871,588.89262,1352.2916699999998,551.80563,2.46971,709.8191099999999,0.5707,551.14783,155.72406999999998,2266.26024,27.03475,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,1.05,0.0,72917.6967,1.3865,458.7869,535.89631,0.81319,0.62454,1.10276,36.36843,2370779.07908,762.49546,1980.8346,869.04389,3.9842,849.23468,0.6262,635.90094,233.9018,3568.05427,75.8161,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,1.0,0.0,69447.2069,1.2999,447.20797000000005,523.9007,0.8267700000000001,0.6228100000000001,1.08355,35.28654,2273156.49467,749.57125,1934.43627,847.42574,3.91175,839.7996199999999,0.62688,629.6716,231.19746,3474.22379,71.62549,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.95,0.0,65973.9174,1.2222,436.02709000000004,513.59672,0.83793,0.62137,1.06332,34.20667,2180383.11673,738.24376,1893.9296199999999,828.30986,3.8323300000000002,831.49314,0.6250399999999999,624.23314,227.95257999999998,3393.60554,68.00003000000001,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.9,0.0,62502.8527,1.1499,424.94335,504.21202,0.8477600000000001,0.6202300000000001,1.04215,33.13205,2090853.24083,727.8258099999999,1856.33045,810.50392,3.7494,823.6977400000001,0.62184,619.1424900000001,224.37695,3317.95342,64.70206999999999,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.85,0.0,59029.5407,1.081,413.73792000000003,495.30175,0.8569399999999999,0.61954,1.0199799999999999,32.06412,2003439.2483,717.8906900000001,1819.8356399999998,793.2054,3.66468,816.04018,0.61788,614.14417,220.5964,3240.64647,61.5758,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.8,0.0,55557.584,1.0149,402.33194,486.67785,0.8657299999999999,0.61932,0.9967799999999999,30.991,1917229.09137,708.2078700000001,1784.0181100000002,776.20339,3.5773800000000002,808.44803,0.61333,609.191,216.65861,3166.84448,58.567780000000006,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.75,0.0,52085.384,0.9513,390.78047000000004,478.39842999999996,0.8740899999999999,0.61932,0.9726899999999999,29.908640000000002,1831929.14589,698.65493,1748.8356600000002,759.31873,3.4869800000000004,800.9137,0.60839,604.33369,212.48405,3098.91192,55.66356,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.7,0.0,48614.0941,0.8896,379.06377000000003,470.3642,0.8822200000000001,0.61931,0.9477700000000001,28.81183,1746914.05773,689.0332,1713.7618699999998,742.18407,3.3932,793.3136900000001,0.60327,599.53619,208.04013999999998,3034.20473,52.811040000000006,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.65,0.0,45142.4619,0.8295,367.12962000000005,462.46699,0.89026,0.6193,0.922,27.681079999999998,1661171.07422,679.31035,1678.91652,724.6695599999999,3.2936099999999997,785.6775200000001,0.59783,594.8811900000001,203.33426,2967.65757,49.931779999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.6,0.0,41668.1385,0.7695,354.8109,454.3618,0.8989299999999999,0.61932,0.8952700000000001,26.52753,1574429.03078,669.02524,1642.0255300000001,705.79547,3.19176,777.5205,0.59299,589.9997599999999,198.4437,2894.1698699999997,46.9334,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.55,0.0,38198.2119,0.7102,342.14479,446.15563,0.90805,0.61931,0.8675700000000001,25.36382,1487341.91325,658.31877,1603.058,685.68964,3.0885,768.81147,0.5887399999999999,584.82668,193.3105,2814.15405,43.880109999999995,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.5,0.0,34723.4676,0.6522,329.09586,438.00206,0.9172899999999999,0.61932,0.8386,24.18541,1400345.97003,647.32469,1562.7708599999999,664.66171,2.9828,759.68236,0.5848,579.4825,187.84259,2727.0092,40.8151,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.45,0.0,31251.072,0.5953,315.61377999999996,429.83907999999997,0.9268,0.61932,0.80829,22.99185,1313120.58427,635.87004,1520.53393,642.2837400000001,2.8747,749.9685099999999,0.58129,573.8992099999999,182.02396000000002,2631.47943,37.70811,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.4,0.0,27778.64,0.5388,301.56082999999995,421.4507,0.93706,0.61932,0.77645,21.77519,1224860.85205,623.54508,1474.98298,617.82773,2.7642900000000004,739.3288,0.5786899999999999,567.87812,175.85527,2526.5077699999997,34.48212,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.35,0.0,24306.7181,0.4823,286.81781,412.68523,0.9484899999999999,0.61931,0.74287,20.52969,1134968.78379,610.05973,1424.7831800000001,590.68197,2.6516599999999997,727.43265,0.57757,561.17837,169.30576000000002,2413.52632,31.112759999999998,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.4,0.3,0.0,20834.2514,0.426,271.28192,403.60565,0.96101,0.61932,0.70713,19.23629,1042910.81145,595.4048799999999,1370.3161,560.9082599999999,2.53343,714.2543599999999,0.5777899999999999,553.87252,162.26065,2299.64419,27.61839,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,1.05,0.0,72890.8978,1.4331,468.38994,540.27655,0.81295,0.62705,1.1257,37.28131,2438388.74467,768.0606799999999,1994.0595399999997,873.8488699999999,4.07065,851.91314,0.63953,638.14732,239.67366,3580.65278,76.35982,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,1.0,0.0,69420.9279,1.3452,457.03923,528.41832,0.8262700000000001,0.62498,1.10705,36.19543,2339988.15378,755.34411,1948.2034199999998,852.5518199999999,3.9983,842.62003,0.64023,631.99509,236.9464,3488.4975799999997,72.22659,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.95,0.0,65949.5733,1.266,446.0685,518.17632,0.8372700000000001,0.62315,1.0874,35.1045,2245946.24237,744.11147,1908.0588899999998,833.64085,3.91834,834.41013,0.63839,626.61919,233.67835,3408.8345200000003,68.62853,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.9,0.0,62479.4268,1.1921,435.19205,508.83057,0.8469899999999999,0.62159,1.06683,34.01648,2154956.20753,733.74855,1870.72775,815.95916,3.83461,826.7058400000001,0.63515,621.5885599999999,230.07045,3333.88635,65.34342,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.85,0.0,59007.7626,1.1217,424.21157999999997,499.9575,0.85605,0.62039,1.04528,32.93217,2065972.577,723.8509,1834.53953,798.78367,3.7487800000000004,819.14734,0.63112,616.66325,226.24525,3257.39258,62.22684,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.8,0.0,55536.6543,1.0539,413.03294,491.34753,0.8647600000000001,0.6196,1.02274,31.84335,1978158.44165,714.2011,1798.90157,781.8639900000001,3.6605300000000005,811.62359,0.62651,611.75989,222.26068999999998,3183.91918,59.2219,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.75,0.0,52065.7164,0.9885,401.61022,482.98315999999994,0.87315,0.61932,0.9991399999999999,30.744809999999998,1891181.77503,704.6813,1763.79851,765.11147,3.5692199999999996,804.1397599999999,0.62138,606.90608,218.12882000000002,3116.37635,56.3054,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.7,0.0,48596.0572,0.9252,389.94954,474.80324,0.8813799999999999,0.61931,0.97455,29.63097,1804458.80872,695.10808,1728.82086,748.19042,3.47445,796.59912,0.61592,602.09049,213.79993,3052.61875,53.435159999999996,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.65,0.0,45124.6376,0.8633,378.06497,466.73860999999994,0.88956,0.61931,0.9491,28.483320000000003,1716915.3262,685.40026,1693.93722,730.85204,3.37395,788.98853,0.6101800000000001,597.38869,209.22045,2987.3241199999998,50.53673,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.6,0.0,41652.6087,0.8017,365.83536000000004,458.51424000000003,0.8982700000000001,0.61932,0.9227700000000001,27.309209999999997,1628378.63685,675.17748,1657.37139,712.29491,3.2705599999999997,780.93335,0.6049,592.52657,204.4496,2915.82672,47.53031,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.55,0.0,38184.1204,0.7407,353.25981,450.16877999999997,0.90748,0.61931,0.8954799999999999,26.1224,1539286.83684,664.4868,1618.71222,692.44616,3.16545,772.3344599999999,0.60019,587.38944,199.45231,2837.55225,44.45362,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.5,0.0,34710.5162,0.6809,340.30575,441.84382999999997,0.9168700000000001,0.61932,0.86698,24.92166,1450246.76664,653.49576,1578.56354,671.62275,3.05819,763.28688,0.5958399999999999,582.04897,194.13969,2752.46497,41.35897,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.45,0.0,31239.4305,0.6225,326.95714,433.57705999999996,0.92638,0.61932,0.83716,23.70899,1361296.8557,642.15434,1536.78998,649.65535,2.94865,753.73506,0.5918100000000001,576.50459,188.46811,2659.51382,38.25251,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.4,0.0,27768.2993,0.5647,313.07687999999996,425.14857,0.9364899999999999,0.61932,0.80587,22.47339,1271473.77357,630.06692,1492.1622300000001,625.85108,2.83645,743.36911,0.5885100000000001,570.59218,182.44603999999998,2557.4807,35.05095,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.35,0.0,24297.1501,0.5069,298.53822,416.37113,0.94768,0.61932,0.7729,21.21506,1180324.71157,616.88255,1442.98119,599.4535599999999,2.72285,731.77709,0.58665,564.00603,176.06181,2446.2143899999996,31.718709999999998,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.45,0.3,0.0,20825.9314,0.4491,283.22507,407.18414,0.96016,0.61933,0.73795,19.90386,1086508.17939,602.4170799999999,1389.21088,570.24879,2.60344,718.87171,0.58621,556.78112,169.2419,2333.3706,28.229570000000002,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.5,1.05,0.0,73244.3348,1.487,478.94948,545.22953,0.8126,0.63035,1.15085,38.32346,2515969.8884099997,774.3255,2009.0730399999998,879.31509,4.16878,854.9382,0.6546,640.6822,246.24539,3595.1195700000003,76.98613,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.5,1.0,0.0,69760.7545,1.3974,467.81638,533.4827700000001,0.8256899999999999,0.6279100000000001,1.13279,37.229440000000004,2416362.7888,761.78705,1963.63825,858.2824699999999,4.09636,845.7737300000001,0.65533,634.59352,243.48453999999998,3504.42674,72.90544,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.5,0.95,0.0,66269.3686,1.3161,457.01545,523.26607,0.83657,0.62571,1.11365,36.12453,2320649.9483,750.63382,1923.68613,839.52,4.01579,837.62644,0.65352,629.2517799999999,240.18016,3425.55559,69.32065,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.5,0.9,0.0,62782.4885,1.2402,446.32617999999997,513.93759,0.84619,0.6237,1.0936299999999999,35.017379999999996,2227737.6461,740.30185,1886.5679899999998,821.9452200000001,3.9308400000000003,829.99932,0.65023,624.27338,236.52354,3351.21829,66.04297,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.5,0.85,0.0,59293.8306,1.1678,435.5427,505.07867000000005,0.85515,0.622,1.07267,33.91222,2136740.49742,730.42037,1850.59003,804.85118,3.8435599999999996,822.52408,0.6461100000000001,619.40788,232.63822000000002,3275.3699300000003,62.92791999999999,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.5,0.8,0.0,55806.1934,1.0981,424.57895,496.50172000000003,0.86375,0.62065,1.05074,32.80362,2046992.41637,720.79165,1815.14737,787.99828,3.75401,815.07542,0.64142,614.56559,228.58112000000003,3202.1375199999998,59.92527,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.5,0.75,0.0,52318.3695,1.0306,413.36289,488.0823,0.8721399999999999,0.61973,1.0278,31.68311,1957821.1792400002,711.26803,1779.98646,771.25226,3.6613900000000004,807.61311,0.63622,609.71932,224.38682000000003,3134.50382,56.99722,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.5,0.7,0.0,48830.428,0.9651,401.83089,479.80501,0.8804,0.61933,1.00371,30.54832,1868982.40687,701.72492,1744.97943,754.43209,3.5653599999999996,800.1065,0.63057,604.88847,220.06645,3071.26484,54.11173,1.1948,0.7032,0.0,0.0,0.0,0.0
0.0,0.5,0.65,0.0,45342.6553,0.9011,389.9815,471.55774,0.88871,0.61932,0.97857,29.37915,1779289.5303900002,692.02655,1710.0262100000002,737.2617,3.46363,792.5219099999999,0.62447,600.1356,215.60249,3007.03717,51.19031,1.1948,0.7032,0.0,0.0,0.0,0.0
